sample_index,label_wm2,prediction_wm2,abs_error_wm2
0,19.18000030517578,14.094694137573242,5.085306167602539
1,55.84000015258789,55.27543258666992,0.5645675659179688
2,299.8500061035156,332.8960266113281,33.0460205078125
3,348.07000732421875,403.0043029785156,54.934295654296875
4,336.3800048828125,344.6141052246094,8.234100341796875
5,297.489990234375,327.75469970703125,30.26470947265625
6,283.6700134277344,326.41162109375,42.741607666015625
7,347.760009765625,410.74560546875,62.985595703125
8,294.7799987792969,333.1886291503906,38.40863037109375
9,14.680000305175781,14.37686538696289,0.3031349182128906
10,347.4200134277344,418.9085998535156,71.48858642578125
11,56.04999923706055,55.07291030883789,0.9770889282226562
12,345.57000732421875,396.3343200683594,50.764312744140625
13,48.290000915527344,49.169315338134766,0.8793144226074219
14,38.95000076293945,34.211402893066406,4.738597869873047
15,134.47999572753906,159.71185302734375,25.231857299804688
16,87.37000274658203,85.18240356445312,2.1875991821289062
17,124.58999633789062,160.10043334960938,35.51043701171875
18,71.5999984741211,69.92415618896484,1.67584228515625
19,97.0,115.4150161743164,18.415016174316406
20,2.5299999713897705,10.22154712677002,7.691547155380249
21,7.039999961853027,9.790372848510742,2.750372886657715
22,142.8800048828125,147.95761108398438,5.077606201171875
23,11.899999618530273,14.45081901550293,2.5508193969726562
24,117.25,162.6917724609375,45.4417724609375
25,108.54000091552734,120.84614562988281,12.306144714355469
26,15.039999961853027,17.635984420776367,2.59598445892334
27,15.180000305175781,13.821122169494629,1.3588781356811523
28,25.68000030517578,24.521198272705078,1.1588020324707031
29,49.209999084472656,61.806583404541016,12.59658432006836
30,70.5199966430664,75.0513916015625,4.531394958496094
31,1.0499999523162842,8.516120910644531,7.466120958328247
32,89.30999755859375,87.01951599121094,2.2904815673828125
33,14.420000076293945,17.880435943603516,3.4604358673095703
34,25.399999618530273,26.60051155090332,1.2005119323730469
35,14.609999656677246,18.17645263671875,3.566452980041504
36,21.1299991607666,23.077861785888672,1.9478626251220703
