sample_index,label_wm2,prediction_wm2,abs_error_wm2
0,19.18000030517578,15.20650577545166,3.973494529724121
1,55.84000015258789,59.32591247558594,3.485912322998047
2,299.8500061035156,317.6838073730469,17.83380126953125
3,348.07000732421875,385.0511169433594,36.981109619140625
4,336.3800048828125,356.64263916015625,20.26263427734375
5,297.489990234375,314.95526123046875,17.46527099609375
6,283.6700134277344,311.0826416015625,27.412628173828125
7,347.760009765625,382.6341857910156,34.874176025390625
8,294.7799987792969,312.6836242675781,17.90362548828125
9,14.680000305175781,13.526735305786133,1.1532649993896484
10,347.4200134277344,386.8356628417969,39.4156494140625
11,56.04999923706055,59.00237274169922,2.952373504638672
12,345.57000732421875,379.97216796875,34.40216064453125
13,48.290000915527344,46.67707824707031,1.6129226684570312
14,38.95000076293945,34.679725646972656,4.270275115966797
15,134.47999572753906,144.7677764892578,10.28778076171875
16,87.37000274658203,82.1832046508789,5.186798095703125
17,124.58999633789062,146.21434020996094,21.624343872070312
18,71.5999984741211,70.59185028076172,1.008148193359375
19,97.0,126.4481201171875,29.4481201171875
20,2.5299999713897705,16.06260871887207,13.5326087474823
21,7.039999961853027,10.499626159667969,3.4596261978149414
22,142.8800048828125,155.88198852539062,13.001983642578125
23,11.899999618530273,12.43221664428711,0.5322170257568359
24,117.25,154.4776611328125,37.2276611328125
25,108.54000091552734,116.08551788330078,7.5455169677734375
26,15.039999961853027,25.02998924255371,9.989989280700684
27,15.180000305175781,17.001752853393555,1.8217525482177734
28,25.68000030517578,32.35599136352539,6.675991058349609
29,49.209999084472656,65.54609680175781,16.336097717285156
30,70.5199966430664,79.48418426513672,8.964187622070312
31,1.0499999523162842,9.291919708251953,8.241919755935669
32,89.30999755859375,93.05616760253906,3.7461700439453125
33,14.420000076293945,28.02130126953125,13.601301193237305
34,25.399999618530273,34.11799621582031,8.717996597290039
35,14.609999656677246,29.76527214050293,15.155272483825684
36,21.1299991607666,27.050737380981445,5.920738220214844
37,29.190000534057617,27.524505615234375,1.6654949188232422
38,25.209999084472656,25.191221237182617,0.018777847290039062
39,21.540000915527344,26.58233070373535,5.042329788208008
40,5.5,10.090035438537598,4.590035438537598
41,35.58000183105469,39.547813415527344,3.9678115844726562
42,6.010000228881836,11.242613792419434,5.232613563537598
43,33.939998626708984,39.908565521240234,5.96856689453125
44,20.829999923706055,21.787675857543945,0.9576759338378906
45,7.119999885559082,11.996885299682617,4.876885414123535
46,17.530000686645508,21.180824279785156,3.6508235931396484
47,2.640000104904175,14.581073760986328,11.941073656082153
48,35.599998474121094,39.59902572631836,3.9990272521972656
49,20.190000534057617,23.4007625579834,3.2107620239257812
50,11.529999732971191,21.65256690979004,10.122567176818848
