sample_index,label_wm2,prediction_wm2,abs_error_wm2
0,19.18000030517578,16.826961517333984,2.353038787841797
1,55.84000015258789,55.27459716796875,0.5654029846191406
2,299.8500061035156,300.3457946777344,0.49578857421875
3,348.07000732421875,345.3072814941406,2.762725830078125
4,336.3800048828125,327.746337890625,8.6336669921875
5,297.489990234375,293.36212158203125,4.12786865234375
6,283.6700134277344,310.1431579589844,26.47314453125
7,347.760009765625,358.943359375,11.183349609375
8,294.7799987792969,298.5067443847656,3.72674560546875
9,14.680000305175781,10.390508651733398,4.289491653442383
10,347.4200134277344,357.5135498046875,10.093536376953125
11,56.04999923706055,55.54886245727539,0.5011367797851562
12,345.57000732421875,353.1850891113281,7.615081787109375
13,48.290000915527344,62.8297004699707,14.53969955444336
14,38.95000076293945,33.750648498535156,5.199352264404297
15,134.47999572753906,150.82382202148438,16.343826293945312
16,87.37000274658203,82.30830383300781,5.061698913574219
17,124.58999633789062,140.84474182128906,16.254745483398438
18,71.5999984741211,71.28910064697266,0.3108978271484375
19,97.0,127.78656005859375,30.78656005859375
20,2.5299999713897705,3.5481834411621094,1.0181834697723389
21,7.039999961853027,5.885096073150635,1.1549038887023926
22,142.8800048828125,147.43109130859375,4.55108642578125
23,11.899999618530273,10.327337265014648,1.572662353515625
24,117.25,148.342041015625,31.092041015625
25,108.54000091552734,118.49484252929688,9.954841613769531
26,15.039999961853027,17.793231964111328,2.753232002258301
27,15.180000305175781,17.3684139251709,2.188413619995117
28,25.68000030517578,26.249168395996094,0.5691680908203125
29,49.209999084472656,69.02784729003906,19.817848205566406
30,70.5199966430664,72.65776062011719,2.1377639770507812
31,1.0499999523162842,2.5368568897247314,1.4868569374084473
32,89.30999755859375,91.80316162109375,2.4931640625
33,14.420000076293945,14.784224510192871,0.3642244338989258
34,25.399999618530273,31.135372161865234,5.735372543334961
35,14.609999656677246,15.171277046203613,0.5612773895263672
36,21.1299991607666,21.684751510620117,0.5547523498535156
37,29.190000534057617,34.83816909790039,5.648168563842773
38,25.209999084472656,30.050893783569336,4.84089469909668
39,21.540000915527344,23.33867835998535,1.7986774444580078
40,5.5,4.813474655151367,0.6865253448486328
41,35.58000183105469,38.14023208618164,2.560230255126953
42,6.010000228881836,5.482828140258789,0.5271720886230469
43,33.939998626708984,39.44937515258789,5.509376525878906
